clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia|s__Georgenia_sp._Z294	5	3	1	38	10	20	38	146	86	12	47	48	95	220	43	1462	1127	4713	2568	1884
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia|s__Georgenia_sp._Z443	10	5	2	64	12	46	68	242	91	23	72	49	100	250	57	2032	2389	15926	6834	3201
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae	9	14	13	207	40	181	610	1292	421	85	490	278	556	1565	312	9001	8019	41805	20694	11105
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimicrobium	0	7	8	27	8	40	65	118	101	12	79	37	76	170	44	1033	1247	5724	2878	2048
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimicrobium|s__Xylanimicrobium_sp._FW10M-9	0	7	8	27	8	40	65	118	101	12	79	37	76	170	44	1033	1247	5724	2878	2048
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimonas	0	0	0	13	3	17	48	135	48	6	35	22	55	109	18	1310	1282	5721	884	1224
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimonas|s__Xylanimonas_cellulosilytica	0	0	0	13	3	17	48	135	48	6	35	22	55	109	18	1310	1282	5721	884	1224
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanibacterium	2	3	2	51	11	36	304	373	67	38	122	72	149	646	109	2258	926	9807	6329	2166
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanibacterium|s__Xylanibacterium_sp._2JSPR-7	2	3	2	51	11	36	304	373	67	38	122	72	149	646	109	2258	926	9807	6329	2166
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium	2	2	0	77	9	50	109	365	101	16	137	75	151	321	77	2439	2146	10323	6425	2872
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_sp._TH-20	0	0	0	15	4	2	3	25	7	3	20	8	32	54	6	702	721	2912	356	591
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_cellulans	2	2	0	62	4	48	105	339	94	12	117	67	119	266	71	1737	1425	7411	6069	2281
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola	5	1	2	37	8	37	82	300	102	12	113	69	123	317	62	1959	2417	10228	4176	2792
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_variabilis	3	1	0	18	5	23	44	209	56	7	75	49	74	192	35	1208	1352	4913	2933	1560
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_dokdonensis	2	0	2	19	3	14	37	90	46	5	38	19	48	124	26	750	1064	5314	1242	1231
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae	36	23	53	232	61	98	178	671	234	42	260	185	427	720	135	6333	6646	41332	14271	7808
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium	36	23	53	232	61	98	178	671	234	42	260	185	427	720	135	6333	6646	41332	14271	7808
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp._CS2	1	0	2	44	4	13	17	91	33	8	41	21	59	94	25	730	525	3452	2068	934
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sandarakinum	2	3	4	29	1	15	15	65	26	8	36	32	53	169	18	644	931	4083	993	649
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_siliguriense	2	0	5	11	8	13	19	101	24	3	20	15	18	63	20	805	868	6170	1635	1493
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens	19	12	22	75	17	43	64	261	98	11	90	64	177	217	52	2399	2821	16152	6697	2649
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum	10	7	19	71	30	12	61	151	51	10	72	51	118	175	17	1752	1499	11473	2877	2081
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae	11	5	6	76	18	43	142	300	97	28	124	62	142	310	72	2127	2062	19624	4829	4592
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus	1	3	4	25	11	26	54	133	43	9	40	13	41	141	37	838	670	8829	2468	2554
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Dermacoccus_nishinomiyaensis	1	3	4	25	11	26	54	133	43	9	40	13	41	141	37	838	670	8829	2468	2554
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Luteipulveratus	2	2	0	24	1	5	20	24	12	8	31	21	23	51	11	540	543	2743	575	626
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Luteipulveratus|s__Luteipulveratus_mongoliensis	2	2	0	24	1	5	20	24	12	8	31	21	23	51	11	540	543	2743	575	626
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Kytococcus	8	0	2	27	5	11	68	142	41	11	52	28	78	117	23	749	849	8051	1785	1411
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Kytococcus|s__Kytococcus_sedentarius	8	0	2	27	5	11	68	142	41	11	52	28	78	117	23	749	849	8051	1785	1411
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae	19	17	14	216	39	125	289	792	379	76	305	213	450	1050	195	6819	5934	38718	16436	8965
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia	2	2	2	31	8	19	45	101	40	9	29	32	74	109	34	840	880	5444	2275	1357
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Oerskovia_sp._KBS0722	2	2	2	31	8	19	45	101	40	9	29	32	74	109	34	840	880	5444	2275	1357
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Paraoerskovia	1	2	1	10	2	10	6	36	20	7	18	13	21	64	16	573	405	1914	821	607
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Paraoerskovia|s__Paraoerskovia_marina	1	2	1	10	2	10	6	36	20	7	18	13	21	64	16	573	405	1914	821	607
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas	16	12	11	174	29	95	238	654	319	60	257	167	353	877	144	5405	4647	31359	13339	7000
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_gilvus	0	0	0	30	0	8	20	56	27	8	27	12	39	91	14	951	776	4759	1451	994
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_flavigena	2	1	0	23	3	12	26	65	63	10	32	11	35	111	30	631	369	2332	1766	1077
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_fimi	2	0	1	17	2	12	14	62	28	9	26	22	67	112	13	1225	834	4798	2573	742
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp._Y8	2	3	5	27	6	9	46	107	37	14	52	29	40	166	31	864	727	7802	2376	1502
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp._Z28	5	5	2	34	10	39	56	162	76	7	66	56	120	210	27	1150	1109	4647	1824	1457
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp._PSBB021	3	2	2	40	7	12	72	199	85	11	51	34	51	184	26	581	830	7019	3346	1225
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae	37	15	21	274	73	131	280	875	356	94	289	266	522	1014	217	8644	7145	47716	16391	11911
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium	1	1	1	34	8	11	31	94	42	4	18	19	38	114	33	808	709	3113	2052	1485
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium|s__Intrasporangium_calvum	1	1	1	34	8	11	31	94	42	4	18	19	38	114	33	808	709	3113	2052	1485
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus	4	1	2	17	2	11	11	49	10	2	11	18	17	65	10	504	442	3981	1246	796
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus_dokdonensis	4	1	2	17	2	11	11	49	10	2	11	18	17	65	10	504	442	3981	1246	796
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Arsenicicoccus	1	0	0	18	1	7	23	56	41	6	14	13	33	120	7	558	675	4382	1459	1265
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Arsenicicoccus|s__Arsenicicoccus_sp._oral_taxon_190	1	0	0	18	1	7	23	56	41	6	14	13	33	120	7	558	675	4382	1459	1265
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus	15	5	8	58	13	38	82	297	113	30	86	61	185	217	55	2076	1503	9881	4912	2533
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_profundi	0	2	0	22	3	23	25	126	43	6	29	12	23	83	26	576	439	3099	2770	1066
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_chungangensis	1	0	1	15	4	2	13	42	4	3	14	14	40	27	13	435	322	3860	802	571
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_marinus	1	0	0	6	2	9	28	48	27	13	23	13	26	56	6	321	260	1384	205	414
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_sp._JLT9	13	3	7	13	4	3	15	79	36	7	19	20	94	50	9	743	480	1537	1133	481
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter	9	3	1	65	19	21	52	193	67	21	67	83	143	235	45	2449	1968	10236	3338	2799
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_indicus	1	1	1	22	4	10	21	49	13	4	22	28	28	61	17	691	367	4369	758	915
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_limosus	6	0	0	25	10	6	21	114	37	5	31	37	53	125	11	743	850	2893	1992	931
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_melonis	1	2	0	17	5	4	10	29	17	10	13	17	60	47	15	1015	749	2973	587	952
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium	6	5	9	80	29	40	78	182	80	29	91	70	105	260	65	2247	1846	16121	3382	3030
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_flavum	0	0	3	28	2	11	21	71	23	7	36	20	29	92	27	707	604	5294	1140	1372
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_sp._H23M54	1	2	2	13	4	4	11	11	12	5	6	8	13	36	17	388	224	1261	417	544
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_sp._HY006	3	2	1	13	19	8	20	72	20	7	34	24	41	67	6	416	254	3943	535	573
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_sp._AMA3305	2	1	2	25	3	15	25	26	23	10	13	17	20	63	14	734	763	5622	1288	539
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae	46	47	354	431	71	187	422	1547	482	108	578	396	807	1669	356	14767	14680	122303	26434	18451
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Devriesea	1	3	7	20	1	9	34	71	24	16	32	18	27	101	22	568	787	3239	1268	1411
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Devriesea|s__Devriesea_agamarum	1	3	7	20	1	9	34	71	24	16	32	18	27	101	22	568	787	3239	1268	1411
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter	16	29	335	233	27	62	147	822	126	39	307	162	415	734	114	7904	7662	81535	12913	9219
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_jinjuensis	8	19	323	165	7	30	78	523	62	33	231	85	294	514	48	3199	3757	64619	6339	6023
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_hominis	2	4	1	16	3	5	9	21	4	0	6	13	28	29	9	375	167	1687	528	305
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_vaginalis	5	5	10	51	15	26	60	277	59	5	69	63	92	189	56	4329	3737	15228	6045	2890
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium	28	15	11	177	43	115	240	652	330	53	239	215	365	833	219	6294	6231	37527	12252	7820
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_saurashtrense	5	1	1	34	2	25	31	111	53	8	37	22	53	138	58	1029	1086	7452	3171	1610
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_faecium	0	3	0	21	5	13	45	132	32	6	45	24	34	123	28	912	974	4344	2621	821
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_ginsengisoli	6	1	1	11	9	13	30	82	42	4	19	18	44	103	21	693	828	3164	808	1027
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp._P6-10-X1	2	2	4	17	8	5	27	77	32	13	22	37	42	76	17	957	560	5299	815	786
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp._SGAir0954	4	5	0	45	8	23	46	125	88	9	55	45	56	169	40	1213	1059	6062	1584	1405
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp._VR2415	6	2	4	19	4	14	41	79	34	2	43	40	81	143	41	792	970	5133	1507	1213
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp._VM2412	3	0	1	26	4	20	18	44	46	6	16	26	52	80	10	695	751	6069	1743	953
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	43489	16906	29617	111800	30662	25622	222628	194399	146950	319361	381079	223660	246275	349321	227854	19150596	18511830	4810833	14170038	3109330
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Zhihengliuella	2	1	0	9	0	0	10	49	1	2	8	6	4	37	6	426	407	3228	1099	250
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Zhihengliuella|s__Zhihengliuella_sp._ISTPL4	2	1	0	9	0	0	10	49	1	2	8	6	4	37	6	426	407	3228	1099	250
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Paenarthrobacter	0	0	0	20	0	0	11	20	7	4	1	2	4	21	2	118	24	8441	850	814
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Paenarthrobacter|s__Paenarthrobacter_aurescens	0	0	0	20	0	0	11	20	7	4	1	2	4	21	2	118	24	8441	850	814
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium	2	3	4	22	3	14	20	33	8	2	18	9	11	29	19	406	589	3915	765	1181
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium|s__Renibacterium_salmoninarum	2	3	4	22	3	14	20	33	8	2	18	9	11	29	19	406	589	3915	765	1181
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia	1	1	1	12	2	2	15	23	5	3	10	5	23	18	5	295	217	1246	342	338
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sp._NBAIMH1	1	1	1	12	2	2	15	23	5	3	10	5	23	18	5	295	217	1246	342	338
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Psychromicrobium	3	2	9	16	6	4	38	90	18	3	44	22	30	88	17	769	903	7447	1625	1614
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Psychromicrobium|s__Psychromicrobium_lacuslunae	3	2	9	16	6	4	38	90	18	3	44	22	30	88	17	769	903	7447	1625	1614
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Auritidibacter	6	1	33	34	7	13	78	91	28	11	40	54	32	137	71	1186	1151	12603	2853	1075
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Auritidibacter|s__Auritidibacter_sp._NML130574	6	1	33	34	7	13	78	91	28	11	40	54	32	137	71	1186	1151	12603	2853	1075
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Sinomonas	4	2	0	26	8	8	28	73	24	8	42	19	37	97	15	368	615	4670	841	1081
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Sinomonas|s__Sinomonas_atrocyanea	4	2	0	26	8	8	28	73	24	8	42	19	37	97	15	368	615	4670	841	1081
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus	14	13	0	72	54	34	34	272	90	12	74	57	110	205	54	2836	1945	12637	5642	9994
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_sp._KBS0714	2	3	0	7	0	17	0	32	6	3	28	15	7	64	0	257	202	5756	594	1972
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	12	9	0	64	54	17	34	240	84	8	46	42	103	140	54	2579	1742	6881	5048	8022
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Neomicrococcus	3	3	1	20	2	1	22	51	6	4	11	14	20	33	9	634	480	3237	842	726
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Neomicrococcus|s__Neomicrococcus_aestuarii	3	3	1	20	2	1	22	51	6	4	11	14	20	33	9	634	480	3237	842	726
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter	10	11	25	153	6	49	188	463	122	34	104	77	193	446	114	3132	3312	27017	7141	5233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_equi	0	1	4	21	2	10	29	53	15	9	14	10	30	65	21	293	343	4678	866	548
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_chlorophenolicus	2	1	5	28	2	9	34	84	36	7	25	17	31	116	17	589	556	7954	1573	1360
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_sulfonivorans	2	1	6	15	0	5	30	62	15	8	22	8	10	46	20	521	463	7029	1813	1111
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_phenanthrenivorans	1	2	2	19	0	5	6	25	19	2	7	13	30	43	16	591	554	2267	723	398
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_sp._NIBRBAC000502771	0	2	5	22	0	1	2	66	0	0	0	0	3	34	5	497	301	2272	125	93
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_sp._NIBRBAC000502770	4	1	0	20	2	10	38	40	19	4	0	14	62	41	16	175	192	1660	1349	663
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_sp._NIBRBAC000502772	0	1	0	25	0	6	46	131	15	2	35	13	25	99	17	463	900	1153	689	1057
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter	12	13	21	131	21	35	123	294	55	25	90	72	140	279	99	3474	2791	21650	5717	4079
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_nicotianae	4	0	0	11	5	6	27	45	11	7	3	11	31	12	28	736	681	4255	939	783
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_creatinolyticus	0	6	1	36	4	7	35	97	13	7	35	20	30	114	22	1194	1083	7728	1459	1911
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_halophytocola	4	2	2	25	4	16	29	56	11	5	20	24	50	66	28	1103	649	5836	2658	834
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_sp._ZJUTW	0	3	15	23	1	4	17	23	11	0	21	11	13	47	12	107	49	768	62	118
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_arilaitensis	3	2	3	35	5	1	13	71	7	6	10	4	15	38	7	332	326	3062	596	431
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria	64	21	22	332	34	60	224	407	229	42	216	202	312	625	166	5550	4491	31489	8077	6863
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila	0	0	0	54	0	0	0	28	19	4	0	22	10	34	12	248	112	4467	843	48
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_flava	7	6	0	44	5	10	37	107	30	7	33	25	40	111	20	730	569	3157	1478	944
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_indica	3	1	1	42	0	10	17	43	43	4	31	16	36	68	17	461	507	5542	834	1008
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_turfanensis	1	2	6	36	3	12	68	57	17	7	51	13	19	100	19	557	420	4705	975	767
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_sp._BT304	0	0	0	27	0	9	0	14	0	0	0	0	19	22	12	645	1019	1052	942	1464
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_palustris	32	4	5	59	2	3	46	82	45	5	37	43	55	119	34	1008	771	4402	1662	1087
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rosea	21	6	9	67	22	15	53	73	72	13	61	81	130	169	49	1898	1091	8160	1341	1542
